name,license,license_date,vet,tel,address,service
小森林動物醫院,開業執照：新北獸醫業字第369號,發照日期：2017-04-18,負責獸醫師(佐)：黃郁純,聯絡電話：02-82872913,地     址：新北市三重區集英路68號,營業項目：內科、外科、鼠兔專科
小港東林動物醫院,開業執照：高市獸師開字第391號,發照日期：2024-03-15,負責獸醫師(佐)：范志嘉,聯絡電話：07-8010270,地     址：高雄市小港區沿海一路299號一樓,營業項目：動物診療、動物住院
小新動物醫院,開業執照：高市獸師開字第309號,發照日期：2015-09-04,負責獸醫師(佐)：鍾耀宗,聯絡電話：07-5539525,地     址：高雄市鼓山區華榮路621號,營業項目：內科、骨外科、住院治療
小腳印動物醫院,開業執照：中市獸醫開字第107006號,發照日期：2018-09-11,負責獸醫師(佐)：蕭迪元,聯絡電話：04-22357471,地     址：台中市北區太原路三段78-5號,營業項目：小動物內外科
小鳴動物醫院,開業執照：高市獸師開字第396號,發照日期：2024-07-09,負責獸醫師(佐)：張又芸,聯絡電話：07-9623055,地     址：高雄市前鎮區廣西路288號一樓、二樓,營業項目：動物診療
小樹動物醫院,開業執照：高市獸師開字第350號,發照日期：2020-04-07,負責獸醫師(佐)：侯松佑,聯絡電話：07-3412291,地     址：高雄市左營區孟子路583號,營業項目：動物診療、動物住院
小鯢特殊寵物專科醫院,開業執照：南市獸開字第216號,發照日期：2024-10-21,負責獸醫師(佐)：康主霖,聯絡電話：062022252,地     址：臺南市永康區永明街59號,營業項目：特殊寵物(鼠、兔、鳥、爬蟲等)醫療
山佳動物醫院,開業執照：北縣獸醫業字第43號,發照日期：1997-10-08,負責獸醫師(佐)：宋光雄,聯絡電話：02-26687542,地     址：新北市樹林區中山路3段77號,營業項目：內科、外科、產科、骨科
山群動物醫院,開業執照：北縣獸醫業字第11號,發照日期：1996-09-25,負責獸醫師(佐)：廖進財,聯絡電話：22611148,地     址：土城區金城路三段135號,營業項目：內外產科
山豬動物醫院,開業執照：南市獸開字第184號,發照日期：2019-12-09,負責獸醫師(佐)：陳文馨,聯絡電話：06-2991006,地     址：臺南市安平區平通路525號,營業項目：犬、貓、特殊寵物一般內外科
不萊梅特殊寵物專科醫院,開業執照：北市獸業字第504號,發照日期：,負責獸醫師(佐)：蔣立勳,聯絡電話：02-25993907,地     址：臺北市大同區民權西路227號、237之8號1樓,營業項目：野生動物及特殊寵物醫療
中一動物醫院,開業執照：中市獸醫開字第105191號,發照日期：2017-11-08,負責獸醫師(佐)：林學志,聯絡電話：04-24814507,地     址：臺中市大里區西榮路201號,營業項目：內、外、皮膚、產科
中山犬貓專科診所,開業執照：府農畜開字第9號,發照日期：1999-07-05,負責獸醫師(佐)：林義發,聯絡電話：03-8570658,地     址：花蓮縣吉安鄉北昌村建昌路176號,營業項目：內、外科、產科、骨科
中山犬貓醫院,開業執照：宜縣獸業字第16號,發照日期：,負責獸醫師(佐)：蔡國明,聯絡電話：03-9351516,地     址：宜蘭市小東路13之2號,營業項目：內外產科
中山犬醫院,開業執照：中市獸醫開字第105091號,發照日期：2017-03-03,負責獸醫師(佐)：莊學耀,聯絡電話：04-25250375,地     址：臺中市豐原區成功路85號,營業項目：內外產科
中山家畜醫院,開業執照：北縣獸醫業字第20號,發照日期：1997-03-12,負責獸醫師(佐)：黃品翰,聯絡電話：02-29241658,地     址：永和區中山路1段29號,營業項目：內外產科
中山動物醫院,開業執照：高縣獸醫開字第121號,發照日期：2000-12-07,負責獸醫師(佐)：高達聰,聯絡電話：07-7192161,地     址：高雄市鳳山區中山路41號,營業項目：動物診療
中山動物醫院,開業執照：北市獸業字第522號,發照日期：2017-01-17,負責獸醫師(佐)：黃哲毅,聯絡電話：02-27196996,地     址：臺北市松山區民權東路3段140巷5號1樓及106巷3弄8號1樓,營業項目：犬貓醫療
中山動物醫院,開業執照：中市獸醫開字第105054號,發照日期：2017-01-26,負責獸醫師(佐)：黃銘峰,聯絡電話：04-26622403,地     址：臺中市沙鹿區台灣大道七段1000號,營業項目：內科、外科、產科、牙科、皮膚科
中山動物醫院,開業執照：桃獸師開執字第150號,發照日期：,負責獸醫師(佐)：林建良,聯絡電話：03-4260566,地     址：桃園市中壢區延平路583號,營業項目：內外產科
中友犬貓專科醫院,開業執照：北縣獸醫業字第189號,發照日期：2005-03-14,負責獸醫師(佐)：鍾文進,聯絡電話：29153597,地     址：新北市新店區中正路19號,營業項目：小動物診療、內科、外科、皮膚科、骨科、產科
中心動物醫院,開業執照：北市獸業字第71號,發照日期：1985-05-03,負責獸醫師(佐)：杜興江,聯絡電話：02-27410443,地     址：台北市仁愛路四段411-1號1樓,營業項目：小動物內、外科診療
中心動物醫院,開業執照：屏獸開字第78號,發照日期：2006-05-15,負責獸醫師(佐)：洪偉棟,聯絡電話：7885609,地     址：屏東縣潮州鎮光春路121-2號,營業項目：醫療(小動物疫病診療)
中心動物醫院,開業執照：北縣獸醫業字第19號,發照日期：1996-12-05,負責獸醫師(佐)：張肇先,聯絡電話：02-22583540,地     址：板橋區新海路三十號,營業項目：內外產科、骨科、皮膚科
中心動物醫院,開業執照：中市獸醫開字第105123號,發照日期：2017-03-29,負責獸醫師(佐)：梅華盛,聯絡電話：04-23919547,地     址：臺中市太平區中山路四段180號,營業項目：內科、外科、產科
中日動物醫院,開業執照：新北獸醫業字第463號,發照日期：2024-09-23,負責獸醫師(佐)：王國宇,聯絡電話：2226-3639,地     址：新北市中和區中山路3段2號1樓,營業項目：內、外、綜合各科
中日動物醫院,開業執照：竹市建農字第21129號,發照日期：1996-03-25,負責獸醫師(佐)：洪熒娥,聯絡電話：03-5231015,地     址：新竹市西大路656號,營業項目：內外產科
中台動物醫院,開業執照：中市獸醫開字第105003號,發照日期：2017-01-13,負責獸醫師(佐)：戴河南,聯絡電話：04-22922955,地     址：臺中市北區中清路一段693號,營業項目：內、外科、產科、皮膚科
中央動物醫院,開業執照：桃獸師開執字第106號,發照日期：2000-10-12,負責獸醫師(佐)：謝許來,聯絡電話：4953214,地     址：桃園市中壢區中央西路2段84號,營業項目：內外產科
中正犬貓醫院,開業執照：北市獸業字第592號,發照日期：2022-08-01,負責獸醫師(佐)：柯世禎,聯絡電話：02-23054880,地     址：臺北市中正區重慶南路3段60-4號2樓,營業項目：內、外、產科診療
中丞動物醫院,開業執照：嘉府獸師開字第69號,發照日期：2018-02-06,負責獸醫師(佐)：紀宏蒼,聯絡電話：0931-742263,地     址：嘉義縣六腳鄉豐美村16鄰港尾寮185號,營業項目：經濟動物
中吉家畜醫院,開業執照：屏獸開字第107號,發照日期：2014-09-16,負責獸醫師(佐)：蘇鵬,聯絡電話：0921590786,地     址：屏東縣麟洛鄉新田村民族路437號,營業項目：家畜疾病診療
中和杜瑪動物醫院,開業執照：新北獸醫業字第436號,發照日期：2023-02-24,負責獸醫師(佐)：江明憲,聯絡電話：2222-6136,地     址：新北市中和區中原街136號,營業項目：小動物內外科
中信動物醫院,開業執照：北縣獸醫業字第16號,發照日期：1996-11-05,負責獸醫師(佐)：林哲明,聯絡電話：02-29573534,地     址：板橋區信義路188號,營業項目：小動物內外產科、骨科、皮膚科
中信動物醫院,開業執照：桃府獸字第35號,發照日期：1997-11-07,負責獸醫師(佐)：諸葛孝民,聯絡電話：03-4597245,地     址：桃園市中壢區環中東路二段380號,營業項目：內外產科
中研動物醫院,開業執照：北市獸業字第321號,發照日期：2002-03-27,負責獸醫師(佐)：楊孝柏,聯絡電話：26512100,地     址：臺北市南港區研究院路1段36號,營業項目：內科、外科、骨科、產科、特寵醫療
中科動物醫院,開業執照：中市獸醫開字第105171號,發照日期：2017-08-31,負責獸醫師(佐)：黃婷姿,聯絡電話：04-24638256,地     址：臺中市西屯區玉門路74號,營業項目：動物醫療
中美動物醫院,開業執照：雲診字第44號,發照日期：1998-08-05,負責獸醫師(佐)：歐健成,聯絡電話：05-5972150,地     址：斗南鎮中天里順安街173號,營業項目：動物疾病診療
中美獸醫院,開業執照：中市獸醫開字第105144號,發照日期：2017-05-08,負責獸醫師(佐)：黃希賢,聯絡電話：04-24721566,地     址：臺中市南屯區大墩六街207號,營業項目：內、外、產、骨科
中美獸醫院,開業執照：南市獸開字第42號,發照日期：2009-03-06,負責獸醫師(佐)：陳涵立,聯絡電話：06-2379123,地     址：臺南市東區府連路314號,營業項目：內外產科、皮膚科、檢驗科
中美獸醫院,開業執照：85竹市府建農字第20740號,發照日期：2001-03-30,負責獸醫師(佐)：湯禮宏,聯絡電話：03-5209576,地     址：新竹市明湖路608巷21弄14號,營業項目：內外產科
中美獸醫院和緯院,開業執照：南市獸開字第114號,發照日期：,負責獸醫師(佐)：簡肇儀,聯絡電話：06-2812233,地     址：臺南市北區和緯路2段231號,營業項目：內、外、骨、產、眼、皮膚等科、中獸醫科、獸醫學影像及野生寵物科
中英動物醫院,開業執照：北市獸業字第308號,發照日期：2019-01-21,負責獸醫師(佐)：吳大中,聯絡電話：02-28936119,地     址：台北市北投區中央北路一段149、151號,營業項目：獸醫內、外、產科、皮膚科
中原家畜醫院,開業執照：府農漁開字第29號,發照日期：2010-06-29,負責獸醫師(佐)：鄧啟豐,聯絡電話：03-8341857,地     址：花蓮市中山路438號,營業項目：一般內外科、皮膚科、預防注射
中原動物醫院,開業執照：桃獸師開執字第135號,發照日期：,負責獸醫師(佐)：鄧如意,聯絡電話：03-4512927,地     址：桃園市中壢區環北路447號,營業項目：內外產科
中泰家畜醫院,開業執照：桃獸師開執字第145號,發照日期：2004-10-12,負責獸醫師(佐)：童孟德,聯絡電話：03-4550405,地     址：桃園市中壢區中華路一段408號,營業項目：內外產科
中泰動物醫院,開業執照：中市獸醫開字第105014號,發照日期：2017-01-17,負責獸醫師(佐)：沈世雄,聯絡電話：04-25244862,地     址：臺中市豐原區圓環南路117號,營業項目：內、外、骨、產科
中國動物醫院,開業執照：彰府農畜師字第7號,發照日期：1996-07-01,負責獸醫師(佐)：張炳堯,聯絡電話：04-8321316,地     址：彰化縣員林鎮中山路二段477-1號,營業項目：
中華動物醫院,開業執照：東府獸師開字第13號,發照日期：2020-01-15,負責獸醫師(佐)：鐘惠珍,聯絡電話：089-346366,地     址：臺東縣臺東市中華路二段345號,營業項目：家畜內外產科
中華動物醫院,開業執照：府農畜開字第21號,發照日期：2004-10-14,負責獸醫師(佐)：柯鍵瑋,聯絡電話：8335123,地     址：花蓮市中華路325號之7,營業項目：醫療、咨詢服務
中華動物醫院,開業執照：府建農字第2號,發照日期：2009-01-16,負責獸醫師(佐)：李麗屏,聯絡電話：05-2225688,地     址：嘉義西區民生北路143號,營業項目：內外科
